,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,lat_long,place_id,house_number,road,neighbourhood,city,county,state,postcode,dist_fromlake,avg_price_by_zipcode,median_price_by_zipcode,sale_price,profit,day,month,quarter,year,year_week,median_price_quarter
416,6073200075,2014-07-30,625000.0,3,1.75,1600,9135,1.0,0,0,5,7,1600,0,1955,0,98006,47.5724,-122.179,1580,9800,"47.5724,-122.179",296057337,12115,Southeast 42nd Street,Newport Shores,Bellevue,King County,Washington,98006,9.704832424463778,856565.3040816326,760000.0,812500.0,187500.0,30,7,2014Q3,2014,2014-30,450000.0
420,1545808560,2015-04-03,245000.0,3,2.5,1530,8500,1.0,0,0,5,7,1030,500,1996,0,98038,47.3592,-122.046,1850,8140,"47.3592,-122.046",220483139,22054,Southeast 271st Street,Cherokee Bay,,King County,Washington,98038,35.180748321331514,367144.8532423208,342250.0,318500.0,73500.0,3,4,2015Q2,2015,2015-13,475000.0
421,936000060,2014-11-14,310000.0,5,1.75,2190,27260,1.0,0,0,4,7,2190,0,1947,1974,98166,47.4546,-122.337,1620,39480,"47.4546,-122.337",232048514,16420,3rd Avenue Southwest,Five Corners,,King County,Washington,98166,21.520034614472188,465515.548,390000.0,403000.0,93000.0,14,11,2014Q4,2014,2014-45,439000.0
435,3353401710,2014-09-23,227950.0,3,1.5,1670,8230,1.0,0,0,5,7,1670,0,1954,0,98001,47.2613,-122.255,2077,4910,"47.2613,-122.255",231433562,200,5th Avenue Southwest,,,King County,Washington,98047,42.2089731950482,281383.6536312849,260000.0,296335.0,68385.0,23,9,2014Q3,2014,2014-38,450000.0
439,8857600960,2014-08-19,205000.0,3,1.0,940,7980,1.0,0,0,4,7,940,0,1960,0,98032,47.3838,-122.289,1150,8050,"47.3838,-122.289",229518713,24317,35th Avenue South,,,King County,Washington,98032,28.673553066765123,251195.7723577236,249000.0,266500.0,61500.0,19,8,2014Q3,2014,2014-33,450000.0
447,2525300030,2015-02-22,232000.0,3,1.0,1400,10403,1.0,0,0,4,6,1400,0,1976,0,98038,47.361999999999995,-122.029,1230,10209,"47.361999999999995,-122.029",221078006,23404,Southeast 267th Place,Fernwood Estates,,King County,Washington,98038,35.50788457415428,367144.8532423208,342250.0,301600.0,69600.0,22,2,2015Q1,2015,2015-07,440000.0
448,1324059104,2015-04-21,691100.0,3,2.75,2360,16117,1.0,0,0,4,8,1710,650,1983,0,98006,47.5698,-122.12100000000001,2120,16117,"47.5698,-122.12100000000001",296134727,16417,Southeast 42nd Place,,Bellevue,King County,Washington,98006,13.034705437799426,856565.3040816326,760000.0,898430.0,207330.0,21,4,2015Q2,2015,2015-16,475000.0
449,2287000030,2014-10-14,811000.0,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,"47.5505,-122.221",326282966,8812,Southeast 59th Street,,,King County,Washington,98040,10.451407038956868,1194230.0212765958,993750.0,1054300.0,243300.0,14,10,2014Q4,2014,2014-41,439000.0
454,1796360350,2015-01-28,255000.0,3,1.75,1240,8659,1.0,0,0,5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223,"47.3663,-122.089",231571643,26222,189th Place Southeast,Covington Woods,,King County,Washington,98042,33.10240790817842,311748.1575091575,292000.0,331500.0,76500.0,28,1,2015Q1,2015,2015-04,440000.0
485,8562501040,2014-11-20,452000.0,4,1.5,1580,7350,1.0,0,0,4,7,960,620,1963,0,98052,47.6734,-122.154,1560,7350,"47.6734,-122.154",296137108,7721,139th Place Northeast,,,King County,Washington,98052,8.672603402453452,645894.7565674256,615000.0,587600.0,135600.0,20,11,2014Q4,2014,2014-46,439000.0
487,7942100310,2015-01-27,232000.0,3,1.75,1300,11230,1.0,0,0,5,7,1300,0,1968,0,98042,47.3811,-122.087,1300,10794,"47.3811,-122.087",231102691,24622,190th Place Southeast,,,King County,Washington,98042,31.651265708792277,311748.1575091575,292000.0,301600.0,69600.0,27,1,2015Q1,2015,2015-04,440000.0
499,8906200070,2015-02-10,280000.0,3,1.5,1670,11610,1.0,0,0,4,7,1670,0,1963,0,98055,47.4404,-122.191,1930,10200,"47.4404,-122.191",231178428,11217,Southeast 181st Street,,,King County,Washington,98055,22.8738246213017,303985.5576923077,293500.0,364000.0,84000.0,10,2,2015Q1,2015,2015-06,440000.0
501,2769600560,2014-05-27,529000.0,3,1.0,1210,3328,1.5,0,0,4,7,1210,0,1924,0,98107,47.6729,-122.363,1640,3333,"47.6729,-122.363",155870225,6015,5th Avenue Northwest,,Seattle,King County,Washington,98107,8.547342442003062,579125.7916666666,529950.0,687700.0,158700.0,27,5,2014Q2,2014,2014-21,465000.0
502,9238901420,2015-02-02,442000.0,3,1.0,1190,5100,1.0,0,0,4,7,1030,160,1941,0,98136,47.5346,-122.385,1690,5100,"47.5346,-122.385",155762647,4106,Southwest Ida Street,High Point,Seattle,King County,Washington,98136,15.119823349402234,551688.6730038023,489950.0,574600.0,132600.0,2,2,2015Q1,2015,2015-05,440000.0
503,5113400431,2014-05-08,615000.0,2,1.0,1540,6872,1.0,0,0,4,7,820,720,1946,0,98119,47.6454,-122.37299999999999,1420,5538,"47.6454,-122.37299999999999",157021648,2814,13th Avenue West,Interbay,Seattle,King County,Washington,98119,8.53662647977509,849448.0163043478,744975.0,799500.0,184500.0,8,5,2014Q2,2014,2014-18,465000.0
505,8121200810,2015-05-05,585000.0,4,1.75,2430,7559,1.0,0,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750,"47.7206,-122.11",296027555,17214,Northeast 134th Place,,,King County,Washington,98052,14.262418786397001,645894.7565674256,615000.0,760500.0,175500.0,5,5,2015Q2,2015,2015-18,475000.0
510,4402700070,2015-03-11,300000.0,2,1.0,1100,7680,1.0,0,0,4,7,1100,0,1950,0,98133,47.7439,-122.339,1460,7680,"47.7439,-122.339",296170765,15769,Densmore Avenue North,Meridian Park,,King County,Washington,98133,12.916879231434182,385534.63636363635,372750.0,390000.0,90000.0,11,3,2015Q1,2015,2015-10,440000.0
515,1432400335,2015-03-25,288000.0,3,1.0,1190,7560,1.0,0,0,5,6,1190,0,1958,0,98058,47.452,-122.177,1190,7560,"47.452,-122.177",230883081,16812,123rd Avenue Southeast,,,King County,Washington,98058,21.891326235124072,354019.7982261641,335000.0,374400.0,86400.0,25,3,2015Q1,2015,2015-12,440000.0
518,3340401555,2014-11-05,235000.0,4,1.5,1690,11054,1.0,0,0,4,5,1690,0,1930,0,98055,47.4667,-122.215,1690,9040,"47.4667,-122.215",67004490,222,South 15th Street,Talbot Hill,,King County,Washington,98055,19.650907311435624,303985.5576923077,293500.0,305500.0,70500.0,5,11,2014Q4,2014,2014-44,439000.0
520,4348800030,2014-11-21,727500.0,2,2.0,1240,9119,1.0,0,0,4,7,1240,0,1952,0,98004,47.6221,-122.193,1380,9121,"47.6221,-122.193",153551630,1232,111th Avenue Northeast,,Bellevue,King County,Washington,98004,5.385830953186724,1354599.634920635,1150000.0,945750.0,218250.0,21,11,2014Q4,2014,2014-46,439000.0
528,2008200060,2014-06-24,160000.0,3,1.5,1010,9600,1.0,0,0,4,7,1010,0,1962,0,98198,47.4097,-122.316,1400,9660,"47.4097,-122.316",233471338,21416,13th Avenue South,Des Moines Creek,,King County,Washington,98198,26.05718415533034,302925.9527272727,265000.0,208000.0,48000.0,24,6,2014Q2,2014,2014-25,465000.0
529,1521069070,2015-02-18,204000.0,3,1.0,1040,7405,1.0,0,0,4,6,1040,0,1971,0,98010,47.3105,-122.021,1580,7405,"47.3105,-122.021",231908312,32451,Lynch Lane,,Black Diamond,King County,Washington,98010,40.86846502506165,420874.7373737374,359999.0,265200.0,61200.0,18,2,2015Q1,2015,2015-07,440000.0
543,2473420140,2014-09-23,315000.0,4,2.75,2300,18360,1.0,0,0,4,7,1560,740,1979,0,98058,47.4518,-122.16,1870,9588,"47.4518,-122.16",231896930,16817,135th Place Southeast,,,King County,Washington,98058,22.30575595119173,354019.7982261641,335000.0,409500.0,94500.0,23,9,2014Q3,2014,2014-38,450000.0
544,5000500055,2014-05-28,215000.0,2,1.0,1320,8865,1.0,0,0,4,6,1320,0,1943,0,98168,47.4949,-122.3,1190,6490,"47.4949,-122.3",236254920,2460,South 121st Street,,,King County,Washington,98168,16.51798829588942,241330.80303030304,237000.0,279500.0,64500.0,28,5,2014Q2,2014,2014-21,465000.0
545,4099500935,2014-07-23,705000.0,3,1.75,2180,10221,1.0,0,2,4,7,1140,1040,1946,0,98040,47.5885,-122.24799999999999,2180,8535,"47.5885,-122.24799999999999",296096000,2466,West Mercer Way,McGilvra,,King County,Washington,98040,5.885458471139493,1194230.0212765958,993750.0,916500.0,211500.0,23,7,2014Q3,2014,2014-29,450000.0
548,3294700310,2014-09-02,261000.0,2,1.0,750,8125,1.0,0,0,4,6,750,0,1943,0,98055,47.4727,-122.198,1340,8750,"47.4727,-122.198",233291133,805,High Avenue South,,,King County,Washington,98057,19.257662025414998,303985.5576923077,293500.0,339300.0,78300.0,2,9,2014Q3,2014,2014-35,450000.0
549,8718500075,2014-11-17,396000.0,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1956,0,98028,47.7403,-122.256,1570,8692,"47.7403,-122.256",248371498,15406,64th Avenue Northeast,,,King County,Washington,98028,11.057357795630711,461823.93617021275,442500.0,514800.0,118800.0,17,11,2014Q4,2014,2014-46,439000.0
561,561000075,2014-12-31,260000.0,3,1.0,1180,5350,1.5,0,0,4,6,1180,0,1959,0,98178,47.505,-122.259,1490,5350,"47.505,-122.259",157457106,10636,59th Avenue South,Rainier Beach,Seattle,King County,Washington,98178,15.109533201019556,310622.6434108527,279000.0,338000.0,78000.0,31,12,2014Q4,2014,2014-52,439000.0
562,2436701180,2014-08-14,671500.0,5,2.75,2160,4000,1.5,0,0,5,7,1530,630,1927,0,98105,47.667,-122.289,2040,4000,"47.667,-122.289",156355544,5208,36th Avenue Northeast,Ravenna,Seattle,King County,Washington,98105,3.6604830551547165,862825.2314410481,675000.0,872950.0,201450.0,14,8,2014Q3,2014,2014-32,450000.0
564,4045500710,2014-12-18,405000.0,2,0.75,1160,15029,1.0,0,0,4,6,870,290,1937,0,98014,47.6929,-121.87,1870,25346,"47.6929,-121.87",296076040,10665,East Lake Joy Drive Northeast,,,King County,Washington,98014,29.71658522307596,455492.0487804878,415000.0,526500.0,121500.0,18,12,2014Q4,2014,2014-50,439000.0
570,222069082,2014-12-17,300000.0,2,1.0,1220,75794,1.0,0,0,4,7,1220,0,1963,0,98038,47.4219,-122.007,2010,98010,"47.4219,-122.007",232711171,25027,Southeast 200th Street,,,King County,Washington,98038,30.847530015092996,367144.8532423208,342250.0,390000.0,90000.0,17,12,2014Q4,2014,2014-50,439000.0
574,8945200860,2014-12-11,180000.0,3,1.0,1384,8960,1.0,0,0,4,6,1384,0,1965,0,98023,47.3062,-122.37100000000001,1000,8470,"47.3062,-122.37100000000001",233473659,33011,29th Avenue Southwest,Twin Lakes,,King County,Washington,98023,38.15113022866806,287419.9512195122,268750.0,234000.0,54000.0,11,12,2014Q4,2014,2014-49,439000.0
576,7511800070,2014-08-21,264000.0,3,1.5,1820,10608,1.0,0,0,4,7,1820,0,1962,0,98003,47.3366,-122.306,1380,8976,"47.3366,-122.306",231905406,2113,South 296th Street,Laurelwood,,King County,Washington,98003,34.016628062036276,294225.39130434784,266500.0,343200.0,79200.0,21,8,2014Q3,2014,2014-33,450000.0
579,5419800510,2014-11-17,268500.0,4,1.75,1420,7500,1.0,0,0,4,7,1080,340,1981,0,98031,47.4025,-122.176,1500,7260,"47.4025,-122.176",229839959,22309,123rd Place Southeast,Hillshire Terrace,,King County,Washington,98031,27.23418943368493,300325.0184501845,288000.0,349050.0,80550.0,17,11,2014Q4,2014,2014-46,439000.0
586,3620069036,2014-10-21,265000.0,3,1.75,1820,32666,1.0,0,0,4,7,1820,0,1966,0,98022,47.1803,-121.97399999999999,2050,43560,"47.1803,-121.97399999999999",233939507,46901,276th Avenue Southeast,,,King County,Washington,98022,55.53080776057697,315709.30341880344,279500.0,344500.0,79500.0,21,10,2014Q4,2014,2014-42,439000.0
606,2321300390,2014-11-05,650000.0,3,2.0,1870,3388,1.0,0,0,4,8,1230,640,1925,0,98199,47.6372,-122.395,1780,4050,"47.6372,-122.395",157285419,2018,Condon Way West,Magnolia Village,Seattle,King County,Washington,98199,10.17905674958112,791579.7341772151,687400.0,845000.0,195000.0,5,11,2014Q4,2014,2014-44,439000.0
607,3905040800,2014-09-25,533600.0,3,2.5,1930,5080,2.0,0,0,4,8,1930,0,1990,0,98029,47.5694,-122.001,2190,5085,"47.5694,-122.001",296020264,4237,Klahanie Drive Southeast,Hunter's Ridge,,King County,Washington,98029,20.929520823354345,612177.528125,574500.0,693680.0,160080.0,25,9,2014Q3,2014,2014-38,450000.0
609,5115000160,2014-06-17,242000.0,3,1.75,1280,7524,1.5,0,0,4,7,1280,0,1988,0,98031,47.3961,-122.18799999999999,1500,7777,"47.3961,-122.18799999999999",229418507,11431,Southeast 229th Street,,,King County,Washington,98031,27.739579739426325,300325.0184501845,288000.0,314600.0,72600.0,17,6,2014Q2,2014,2014-24,465000.0
617,9500900135,2014-10-21,200000.0,3,1.5,1210,10588,1.0,0,0,4,7,1210,0,1958,0,98002,47.2876,-122.212,1408,10588,"47.2876,-122.212",232614986,1235,24th Street Southeast,,,King County,Washington,98002,39.44358465564716,234083.8730964467,235000.0,260000.0,60000.0,21,10,2014Q4,2014,2014-42,439000.0
619,6411600069,2014-05-21,325000.0,3,1.0,990,6750,1.0,0,0,4,6,990,0,1947,0,98133,47.7125,-122.331,1440,6860,"47.7125,-122.331",156467049,11502,Corliss Avenue North,,Seattle,King County,Washington,98133,9.605911338781885,385534.63636363635,372750.0,422500.0,97500.0,21,5,2014Q2,2014,2014-20,465000.0
625,5437820310,2014-05-23,218000.0,3,1.0,960,9633,1.0,0,0,5,6,960,0,1982,0,98022,47.1951,-122.001,1080,8610,"47.1951,-122.001",234116788,506,Harmony Lane,,,King County,Washington,98022,53.241089847203824,315709.30341880344,279500.0,283400.0,65400.0,23,5,2014Q2,2014,2014-20,465000.0
626,582000135,2014-06-22,565000.0,2,1.75,1330,6000,1.0,0,0,4,7,960,370,1914,1945,98199,47.6539,-122.396,1620,6000,"47.6539,-122.396",156070128,3009,West Emerson Street,Lawton Park,Seattle,King County,Washington,98199,10.34585132895747,791579.7341772151,687400.0,734500.0,169500.0,22,6,2014Q2,2014,2014-24,465000.0
631,6131600060,2014-08-15,214000.0,3,1.0,1200,8316,1.0,0,0,4,6,1200,0,1953,0,98002,47.3221,-122.215,1200,8316,"47.3221,-122.215",231848390,1112,16th Street Northeast,,,King County,Washington,98002,35.602735592849825,234083.8730964467,235000.0,278200.0,64200.0,15,8,2014Q3,2014,2014-32,450000.0
632,5379805460,2015-01-21,245000.0,3,1.5,1360,8910,2.0,0,0,5,7,1360,0,1949,0,98188,47.4488,-122.275,1220,8912,"47.4488,-122.275",231813419,4700,South 172nd Place,,,King County,Washington,98188,21.391375494237064,289327.0740740741,265000.0,318500.0,73500.0,21,1,2015Q1,2015,2015-03,440000.0
646,7214700350,2014-11-24,521000.0,4,1.75,2020,36400,1.0,0,0,4,8,1550,470,1976,0,98077,47.7627,-122.07600000000001,2520,38255,"47.7627,-122.07600000000001",296027910,19578,Northeast 185th Street,,,King County,Washington,98077,19.275108504613595,682326.1530612245,652475.0,677300.0,156300.0,24,11,2014Q4,2014,2014-47,439000.0
654,708000030,2014-09-02,888000.0,3,1.5,1250,8710,1.0,0,0,4,7,1250,0,1953,0,98004,47.6245,-122.198,1750,9185,"47.6245,-122.198",154889040,10608,Northeast 16th Street,Ashwood,Bellevue,King County,Washington,98004,4.937919745756586,1354599.634920635,1150000.0,1154400.0,266400.0,2,9,2014Q3,2014,2014-35,450000.0
665,2710600045,2014-06-16,460000.0,3,1.75,1550,4708,1.0,0,0,4,7,860,690,1949,0,98115,47.6759,-122.286,1880,5600,"47.6759,-122.286",155816505,6503,39th Avenue Northeast,,Seattle,King County,Washington,98115,4.378910785031216,618890.6579861111,564750.0,598000.0,138000.0,16,6,2014Q2,2014,2014-24,465000.0
666,5101405124,2014-09-12,435000.0,4,2.5,1700,6380,1.0,0,0,4,7,850,850,1940,0,98115,47.6988,-122.319,1380,6380,"47.6988,-122.319",154899282,824,Northeast 96th Street,,Seattle,King County,Washington,98115,7.841653627934207,618890.6579861111,564750.0,565500.0,130500.0,12,9,2014Q3,2014,2014-36,450000.0
667,6067910030,2015-03-16,664000.0,4,2.75,2510,11880,1.0,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211,"47.5427,-122.181",296044877,6854,119th Place Southeast,,Bellevue,King County,Washington,98006,12.39455068956518,856565.3040816326,760000.0,863200.0,199200.0,16,3,2015Q1,2015,2015-11,440000.0
671,7846700310,2014-06-23,280000.0,2,1.0,1010,3000,1.0,0,0,4,7,1010,0,1925,0,98045,47.4965,-121.785,1150,7000,"47.4965,-121.785",296090391,199,West 3rd Street,,,King County,Washington,98045,39.0344778670736,439721.9589041096,399500.0,364000.0,84000.0,23,6,2014Q2,2014,2014-25,465000.0
675,5029450160,2014-08-15,222000.0,3,2.0,1440,7187,1.0,0,0,4,7,970,470,1981,0,98023,47.291000000000004,-122.368,1440,7187,"47.291000000000004,-122.368",233314036,2640,Southwest 347th Street,,,King County,Washington,98023,39.75483866392266,287419.9512195122,268750.0,288600.0,66600.0,15,8,2014Q3,2014,2014-32,450000.0
691,7527200030,2014-12-29,700000.0,5,2.5,2830,25958,1.0,0,1,5,8,1610,1220,1979,0,98075,47.5896,-122.083,2670,21567,"47.5896,-122.083",296152830,2190,192nd Avenue Southeast,,,King County,Washington,98075,14.389361163308545,791346.4217877095,739999.5,910000.0,210000.0,29,12,2014Q4,2014,2014-52,439000.0
701,9477200560,2015-04-13,440000.0,3,1.75,1530,7245,1.0,0,0,4,7,1530,0,1984,0,98034,47.731,-122.191,1530,7490,"47.731,-122.191",179205174,11236,Northeast 143rd Place,,,King County,Washington,98034,11.247787795030023,521148.0810313076,445000.0,572000.0,132000.0,13,4,2015Q2,2015,2015-15,475000.0
703,5231000060,2014-08-05,310000.0,3,1.75,1490,7150,1.0,0,0,5,6,1490,0,1967,0,98059,47.5015,-122.124,1350,9100,"47.5015,-122.124",232689127,11311,162nd Avenue Southeast,,,King County,Washington,98059,18.524610387134665,494370.18279569893,435000.0,403000.0,93000.0,5,8,2014Q3,2014,2014-31,450000.0
706,7967200060,2014-09-08,243000.0,3,1.75,1450,12125,1.0,0,0,4,7,1450,0,1981,0,98001,47.3575,-122.28,1210,12125,"47.3575,-122.28",232871354,27220,42nd Place South,Cambridge East,,King County,Washington,98001,31.549329032899937,281383.6536312849,260000.0,315900.0,72900.0,8,9,2014Q3,2014,2014-36,450000.0
708,7203000640,2014-09-18,215000.0,4,1.0,1130,7400,1.0,0,0,4,7,1130,0,1969,0,98003,47.3437,-122.316,1540,7379,"47.3437,-122.316",232056500,28723,14th Avenue South,,,King County,Washington,98003,33.31922935030297,294225.39130434784,266500.0,279500.0,64500.0,18,9,2014Q3,2014,2014-37,450000.0
719,2473400340,2014-06-04,320000.0,3,1.5,1650,9380,1.0,0,0,5,7,1130,520,1978,0,98058,47.4525,-122.162,1720,8856,"47.4525,-122.162",232095688,16710,133rd Place Southeast,,,King County,Washington,98058,22.182541289442387,354019.7982261641,335000.0,416000.0,96000.0,4,6,2014Q2,2014,2014-22,465000.0
720,3530490070,2014-06-13,210000.0,2,1.75,1440,5680,1.0,0,0,4,8,1440,0,1978,0,98198,47.3825,-122.319,1320,3547,"47.3825,-122.319",232791188,24429,12th Avenue South,Zenith,,King County,Washington,98198,29.079266630876695,302925.9527272727,265000.0,273000.0,63000.0,13,6,2014Q2,2014,2014-23,465000.0
731,9346980140,2014-08-20,605000.0,3,1.75,1920,7400,1.0,0,0,4,8,1260,660,1977,0,98006,47.5633,-122.131,2360,8048,"47.5633,-122.131",296003385,4400,157th Avenue Southeast,,Bellevue,King County,Washington,98006,12.918353231147512,856565.3040816326,760000.0,786500.0,181500.0,20,8,2014Q3,2014,2014-33,450000.0
742,579003610,2015-02-24,517500.0,3,1.5,1430,5200,1.0,0,3,4,7,1250,180,1940,0,98117,47.6988,-122.387,2210,6240,"47.6988,-122.387",154921571,2335,Northwest 96th Street,Blue Ridge,Seattle,King County,Washington,98117,11.531649329631831,575643.4105839416,542500.0,672750.0,155250.0,24,2,2015Q1,2015,2015-08,440000.0
748,4385700765,2014-06-03,850000.0,3,1.75,1370,3850,1.0,0,0,5,7,770,600,1911,1988,98112,47.6374,-122.279,1390,3600,"47.6374,-122.279",155746718,2015,42nd Avenue East,Edgewater Park,Seattle,King County,Washington,98112,1.5295731356345883,1095799.712686567,912500.0,1105000.0,255000.0,3,6,2014Q2,2014,2014-22,465000.0
760,8146100270,2015-03-24,824000.0,4,2.25,2490,9864,1.0,0,0,4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864,"47.6051,-122.195",203874069,423,109th Avenue Southeast,,Bellevue,King County,Washington,98004-5983,6.246487973798698,1354599.634920635,1150000.0,1071200.0,247200.0,24,3,2015Q1,2015,2015-12,440000.0
761,8648200030,2014-07-16,260000.0,3,1.75,1100,10968,1.0,0,0,5,7,1100,0,1984,0,98042,47.363,-122.08,1400,7799,"47.363,-122.08",230228519,26616,197th Place Southeast,,,King County,Washington,98042,33.705656352307955,311748.1575091575,292000.0,338000.0,78000.0,16,7,2014Q3,2014,2014-28,450000.0
765,3343901234,2014-11-13,341500.0,3,1.5,1130,7223,1.0,0,0,4,7,1130,0,1961,0,98056,47.5089,-122.189,1320,7356,"47.5089,-122.189",219300588,1826,Blaine Avenue Northeast,Kennydale,,King County,Washington,98056,15.59332312575122,421449.4133663366,380000.0,443950.0,102450.0,13,11,2014Q4,2014,2014-45,439000.0
768,2205500575,2015-02-09,390000.0,3,1.0,1200,10800,1.0,0,0,4,7,1200,0,1955,0,98006,47.5771,-122.14399999999999,1370,9950,"47.5771,-122.14399999999999",296054302,14775,Southeast 37th Street,,Bellevue,King County,Washington,98006,11.178040893110097,856565.3040816326,760000.0,507000.0,117000.0,9,2,2015Q1,2015,2015-06,440000.0
769,4040800810,2014-05-02,420000.0,3,2.25,2000,8030,1.0,0,0,4,8,1000,1000,1963,0,98008,47.6188,-122.11399999999999,2070,8250,"47.6188,-122.11399999999999",296027614,931,170th Place Northeast,,Bellevue,King County,Washington,98008,11.158043517130352,645507.3780918728,545000.0,546000.0,126000.0,2,5,2014Q2,2014,2014-17,465000.0
774,7230200340,2015-02-25,305000.0,3,1.0,1250,23680,1.0,0,0,5,7,1250,0,1967,0,98059,47.475,-122.11,1450,23680,"47.475,-122.11",234113907,17229,Southeast 142nd Street,,,King County,Washington,98059,21.579225933541114,494370.18279569893,435000.0,396500.0,91500.0,25,2,2015Q1,2015,2015-08,440000.0
775,3191000240,2014-06-12,400000.0,3,1.75,1590,8219,1.5,0,0,5,6,970,620,1938,0,98034,47.7146,-122.21700000000001,2030,7504,"47.7146,-122.21700000000001",179240016,12632,93rd Place Northeast,,,King County,Washington,98034,8.78611639950861,521148.0810313076,445000.0,520000.0,120000.0,12,6,2014Q2,2014,2014-23,465000.0
